track,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target
Pobre de Ti,Tijuana No!,0.369,0.829,4,-8.503,0,0.172,0.0238,7.82e-05,0.0875,0.33,186.99,282120,4,56.74364,11,0
Suds In The Bucket,Sara Evans,0.511,0.903,10,-3.163,1,0.0397,0.052,0.000529,0.304,0.898,161.992,227267,4,30.10846,10,1
Minnalazhake,Vineeth Sreenivasan,0.766,0.518,9,-8.087,1,0.138,0.486,2.16e-06,0.319,0.597,90.009,335347,4,26.69687,13,0
Laffy Taffy,D4L,0.891,0.439,7,-7.994,0,0.428,0.0351,0,0.0932,0.622,77.499,224253,4,27.48818,12,1
Search And Destory,The Stooges,0.239,0.948,1,-3.489,0,0.101,0.00511,0.00112,0.0982,0.214,153.146,209333,4,19.16934,11,0
Like Hypa Said,Scooter,0.459,0.98,4,-6.315,0,0.0491,0.00407,0.0536,0.116,0.47,141.977,382840,4,17.52386,14,0
I Can Only Imagine,MercyMe,0.407,0.612,4,-5.359,1,0.0496,0.0909,0,0.0914,0.133,159.527,248253,4,51.15042,7,1
"Pop, Lock & Drop It",Huey,0.723,0.644,11,-6.863,0,0.222,0.00308,0,0.352,0.645,144.09,261027,4,48.67136,11,1
Buy U A Drank (Shawty Snappin'),T-Pain Featuring Yung Joc,0.451,0.55,1,-8.137,1,0.262,0.0108,0,0.0737,0.594,80.001,227960,4,43.54335,12,1
The Remedy (I Won't Worry),Jason Mraz,0.589,0.867,10,-4.523,1,0.0385,0.04,0,0.306,0.795,94.519,256441,4,22.33112,11,1
God Bless America,Daniel Rodriguez,0.16,0.591,8,-3.838,1,0.0381,0.93,0.0379,0.497,0.306,85.364,168147,4,31.51619,6,1
Bright Lights,The Outlets,0.28,0.935,4,-6.035,1,0.163,0.000928,0.00282,0.139,0.418,155.805,209240,4,25.57266,9,0
From The Bottom Of My Broken Heart,Britney Spears,0.677,0.665,7,-5.171,1,0.0305,0.56,1.01e-06,0.338,0.706,74.981,312533,4,58.74313,10,1
Got Me Going,DAY26,0.755,0.728,5,-6.676,0,0.0786,0.0914,0,0.0937,0.537,108.816,282373,4,35.40696,11,1
Vitamin R (Leading Us Along),Chevelle,0.481,0.88,4,-4.55,1,0.0717,0.00465,6.02e-05,0.204,0.289,95.023,223173,3,38.5458,10,1
Steel Lords of War,Slaughter Lord,0.19,0.909,10,-10.276,1,0.135,0.000435,0.785,0.134,0.109,110.298,423387,4,56.87216,14,0
Lux Aeterna,Clint Mansell,0.38,0.246,7,-13.955,0,0.0329,0.872,0.905,0.084,0.0573,133.805,234400,4,25.38353,10,0
Hate (I Really Don't Like You),Plain White T's,0.448,0.814,1,-4.601,0,0.0337,0.00145,0,0.104,0.523,161.93,224853,4,19.56344,11,1
Stays In Mexico,Toby Keith,0.655,0.902,9,-3.419,1,0.0779,0.108,0,0.302,0.686,122.975,214800,4,48.73607,8,1
Chand Sifarish,Shaan,0.829,0.665,2,-8.128,1,0.0868,0.242,1.75e-05,0.123,0.861,122.043,275931,4,36.21,14,0
Home To You,John Michael Montgomery,0.646,0.366,5,-11.183,1,0.0233,0.582,0.000228,0.128,0.272,90.338,209067,4,45.47809,8,1
Siddhivinayakama,Lalgudi G.J.R. Krishnan,0.485,0.514,11,-12.837,1,0.176,0.911,0.371,0.789,0.826,155.699,578480,3,58.68077,28,0
Flathead,The Fratellis,0.598,0.95,0,-5.216,1,0.135,0.0121,0,0.329,0.291,105.185,197440,4,47.66983,9,1
All These Things I Hate (Revolve Around Me),Bullet For My Valentine,0.488,0.879,6,-3.505,0,0.0514,0.0303,0,0.288,0.483,94.003,225440,3,46.34267,8,0
Lightworks,Raymond Scott,0.51,0.29,10,-21.966,0,0.0595,0.963,0.913,0.114,0.544,169.265,100000,4,38.96549,5,0
Strong Love,Willie Clayton,0.776,0.601,10,-9.378,1,0.21,0.4,0,0.141,0.687,94.015,237067,4,22.13548,11,0
Cancer of the Soul,Bloodbath,0.17,0.986,6,-4.397,1,0.12,1.43e-05,0.00335,0.0489,0.293,84.91,214173,3,71.27623,8,0
"Var glad, var dag",Daal,0.41,0.753,7,-8.475,1,0.0397,0.0239,0.252,0.102,0.313,160.091,333000,4,32.67867,17,0
A Woman's Worth,Alicia Keys,0.667,0.41,4,-8.323,0,0.138,0.331,0,0.064,0.493,75.069,303333,4,29.98661,11,1
Original Rap,Scienz Of Life,0.747,0.419,0,-6.867,0,0.515,0.17,0,0.234,0.548,94.015,370160,4,124.5579,14,0
Chalice of Agony,Avantasia,0.381,0.976,4,-4.901,1,0.0857,2.36e-05,0.000886,0.217,0.373,156.676,360360,4,29.07042,15,0
Cry For You,September,0.776,0.878,9,-3.377,1,0.0304,0.00141,0.000204,0.0574,0.96,130.022,211600,4,29.39719,12,1
Heavy Metal,Cor Veleno,0.783,0.875,0,-2.24,1,0.118,0.053,0,0.266,0.877,119.989,182293,4,59.52588,7,0
Accidentally In Love,Counting Crows,0.554,0.927,7,-3.641,1,0.0378,0.044,3.32e-06,0.0876,0.81,138,188613,4,27.5788,9,1
There You Are,Martina McBride,0.343,0.434,7,-7.072,1,0.0298,0.648,0,0.126,0.14,144.479,204627,4,38.10473,11,1
All The Small Things,Blink-182,0.434,0.897,0,-4.918,1,0.0488,0.0103,0,0.612,0.684,148.726,167067,4,46.14371,8,1
Superman,Brown Boy,0.667,0.468,9,-8.839,0,0.108,0.337,0,0.239,0.423,77.992,231147,4,17.23591,9,1
Faint,Linkin Park,0.554,0.978,4,-3.554,1,0.131,0.111,0,0.0731,0.594,135.095,162600,4,51.77019,5,1
The Sprig of Thyme: No. 9. O can ye sew cushions,John Rutter,0.118,0.0116,2,-36.002,1,0.0517,0.989,0.0338,0.0699,0.0804,171.07,169027,3,27.63642,10,0
Girls Dem Sugar,Beenie Man Featuring Mya,0.603,0.782,2,-4.832,1,0.162,0.118,0,0.363,0.731,124.303,257893,5,43.91195,13,1
Roun' The Globe,Nappy Roots,0.813,0.78,5,-4.899,1,0.043,0.0581,4.97e-06,0.088,0.453,108.982,243533,4,19.36947,10,1
Drunk with Satan,Drunkard,0.266,0.93,10,-6.734,0,0.107,0.000621,0.0799,0.235,0.274,131.669,178520,4,16.95946,9,0
Noctuary,Bonobo,0.667,0.299,7,-8.98,0,0.0392,0.751,0.839,0.204,0.382,90.016,322373,4,26.42918,13,0
Sri Venkatesa Suprabhatam,M. S. Subbulakshmi,0.66,0.301,7,-12.549,1,0.766,0.95,0,0.28,0.793,101.708,1229253,4,30.8134,59,0
Wings of Funeral,Morbid,0.33,0.971,1,-10.242,0,0.067,0.13,0.913,0.334,0.212,122.527,227000,4,43.71428,10,0
Hungarian Rock (Chaconne),György Ligeti,0.415,0.565,0,-16.901,1,0.0345,0.927,0.808,0.125,0.564,96.962,295733,4,111.08582,9,0
This Time Is the Last Time (Live),Rob Rock,0.46,0.898,1,-5.125,1,0.0477,0.000147,0.00444,0.987,0.264,93.112,287533,4,52.59482,9,0
Bizounce,Olivia,0.785,0.539,7,-8.23,1,0.0505,0.0134,8.61e-06,0.0528,0.721,137.999,264467,4,46.74386,12,1
Apparition,Burning Inside,0.17,0.939,8,-5.42,1,0.194,0.00238,0.75,0.118,0.394,89.548,200760,4,43.83903,8,0
Hymn to Bacchus,Daemonia Nymphe,0.321,0.266,11,-13.787,0,0.0305,0.889,0.468,0.113,0.0371,81.057,448640,4,25.705,13,0
La Hiena de Metal - Demo,V8,0.203,0.851,7,-7.748,1,0.0878,0.00295,0.917,0.354,0.624,144.539,112200,4,47.46326,6,0
Master Of Puppets,Dr. Know,0.253,0.954,4,-3.826,0,0.124,4.6e-05,0.677,0.128,0.33,116.845,301573,4,29.10722,17,0
I Like That,"Houston Featuring Chingy, Nate Dogg & I-20",0.797,0.502,10,-3.925,0,0.0968,0.0154,0,0.1,0.385,106.997,236520,4,16.37461,13,1
One Less Lonely Girl,Justin Bieber,0.58,0.75,4,-4.421,1,0.194,0.159,0,0.274,0.728,86.938,229107,4,53.04711,10,1
Since U Been Gone,A Day To Remember,0.625,0.951,3,-5.209,1,0.0494,0.00497,0,0.106,0.721,128.01,198267,4,18.9542,8,0
That's The Kind Of Mood I'm In,Patty Loveless,0.698,0.628,11,-6.359,1,0.0336,0.182,0,0.0736,0.669,126.394,212200,4,18.75355,12,1
Alone,Lasgo,0.72,0.917,8,-4.717,1,0.0476,0.0821,0.00154,0.296,0.548,140.025,241040,4,43.78104,11,1
Knock Knock,Monica,0.777,0.588,10,-8.651,1,0.373,0.414,4.79e-05,0.146,0.54,88.915,257653,4,22.74335,9,1
sobeautiful,Musiq Soulchild,0.689,0.562,7,-7.048,0,0.0637,0.0656,0,0.0885,0.21,133.987,291133,4,51.66966,9,1
Lighters Up,Lil' Kim,0.624,0.766,9,-6.31,1,0.396,0.00494,0,0.107,0.714,91.727,262640,4,32.19123,12,1
Goodbye,Kristinia DeBarge,0.777,0.82,1,-3.211,0,0.0471,0.00505,2.6e-05,0.142,0.651,119.987,208133,4,44.92901,9,1
Someone To Love You,Ruff Endz,0.637,0.678,8,-2.21,1,0.0345,0.0543,0,0.0961,0.426,77.928,297360,1,25.65643,12,1
3 Gymnopédies: No.1 Lent et douloureux,Erik Satie,0.59,0.00399,7,-36.497,1,0.242,0.996,0.946,0.0683,0.182,74.381,219760,3,55.54213,11,0
Pin-Up,Evans Blue,0.484,0.863,8,-3.725,1,0.0412,0.00511,0.0187,0.176,0.25,136.034,293507,4,33.55199,14,0
Improvisation N.2,Kenny Wheeler,0.348,0.174,2,-21.398,0,0.135,0.959,0.888,0.0982,0.145,63.245,282733,3,18.87302,10,0
Shape Of My Heart,Backstreet Boys,0.575,0.786,9,-4.353,1,0.0296,0.252,0,0.159,0.518,96.102,230093,4,38.97111,9,1
Never Blow Out The Eastern Candle,Absu,0.212,0.951,9,-5.541,1,0.111,3.44e-06,0.486,0.0483,0.282,151.65,331920,4,57.62342,18,0
The World Is Our ___,This Will Destroy You,0.498,0.645,1,-6.31,1,0.0327,0.000706,0.878,0.0814,0.0393,116.036,432307,4,62.6616,14,0
Productive Not Destructive (Demo),Nausea,0.293,0.792,2,-9.258,1,0.0479,0.0526,0.656,0.43,0.676,89.014,112480,4,27.81571,6,0
Amor Eterno,Allison,0.495,0.626,11,-7.164,1,0.0274,0.0739,0,0.234,0.53,170.004,238608,4,23.64279,8,0
Show Stopper,Danity Kane,0.755,0.408,5,-10.33,0,0.187,0.0133,0,0.33,0.465,76.034,229240,4,58.42185,10,1
Taking Rap Back - Instrumental,Funky DL,0.706,0.653,10,-9.211,1,0.197,1.28e-05,0.964,0.0493,0.532,192.016,215760,5,117.46199,5,0
Thrash With A Small Moustache,SSS,0.428,0.987,0,-2.927,1,0.14,0.000943,0,0.724,0.515,100.84,125747,4,53.16249,5,0
Ugly,Bubba Sparxxx,0.755,0.836,6,-5.742,1,0.166,0.32,3.05e-05,0.199,0.697,90.847,265227,4,64.83847,10,1
Punk Rock Girls,The Queers,0.474,0.816,7,-4.605,1,0.0318,0.00194,0,0.106,0.872,150.437,157880,4,24.065,8,0
Jazz Is Like the New Coke,The Ergs!,0.242,0.959,11,-4.055,1,0.0925,0.000286,9.55e-05,0.301,0.432,103.797,137107,4,29.91798,9,0
Shelter,Icon Of Coil,0.651,0.583,1,-7.798,1,0.0427,0.0244,0.118,0.0969,0.709,126.019,353667,4,45.46348,11,0
Dude You Rock,The Gomers,0.535,0.944,7,-8.298,1,0.0918,0.00357,0.00796,0.17,0.703,102.936,163133,4,43.59341,10,0
False Hearted Lover's Blues,Ralph Stanley,0.68,0.426,8,-10.559,1,0.0274,0.887,0.056,0.136,0.719,98.753,291600,4,63.88392,12,0
Ghost In The Circuit,Velvet Acid Christ,0.598,0.57,4,-10.378,1,0.0233,0.425,0.959,0.104,0.176,79.986,345600,4,34.67736,16,0
Pa'l Norte,Calle 13,0.667,0.803,8,-7.627,0,0.522,0.58,0,0.241,0.924,168.096,281080,4,44.85772,10,0
Forever And For Always,Shania Twain,0.469,0.722,6,-4.806,1,0.0326,0.232,0,0.123,0.529,85.984,283000,4,36.05698,12,1
Have A Nice Day,Bon Jovi,0.5,0.899,4,-4.066,1,0.0736,4.84e-05,0.000198,0.0794,0.566,130.06,229107,4,29.83699,7,1
Metal Is Forever,Primal Fear,0.346,0.986,6,-3.974,0,0.252,2.42e-05,0.0906,0.334,0.0655,182.176,286227,4,33.76622,13,0
Abyssinia,Lizzy Mercier Descloux,0.43,0.951,9,-5.271,1,0.203,0.121,0.000151,0.148,0.699,148.093,181133,4,30.0515,10,0
Circle,Marques Houston,0.676,0.662,1,-6.438,1,0.0442,0.107,0,0.122,0.464,127.997,245027,4,39.99454,11,1
Just Another Day In Paradise,Phil Vassar,0.596,0.706,2,-5.562,1,0.0262,0.351,0,0.36,0.704,146.088,233880,4,17.73017,13,1
Gimme That,Chris Brown Featuring Lil Wayne,0.678,0.572,11,-7.033,0,0.0466,0.00374,6.59e-05,0.118,0.444,87.165,186827,4,19.91089,8,1
Scandalous,Mis-Teeq,0.734,0.668,0,-3.935,0,0.0349,0.0526,0,0.0925,0.651,99.971,238840,4,35.54873,12,1
Walk Away,Kelly Clarkson,0.75,0.888,0,-4.524,1,0.0426,0.0147,1.11e-06,0.0759,0.935,115.973,189307,4,25.09845,8,1
Nothin 'Bout Love Makes Sense,LeAnn Rimes,0.656,0.802,9,-3.244,1,0.0369,0.566,0,0.13,0.796,121.933,177307,4,47.63338,6,1
If I Fall You're Going Down With Me,Dixie Chicks,0.722,0.81,8,-7.463,1,0.0336,0.119,7.13e-06,0.377,0.561,123.272,183200,4,25.1467,6,1
1901,Phoenix,0.591,0.831,0,-5.647,1,0.0415,0.0605,4.67e-05,0.19,0.705,144.084,193107,4,26.55089,10,1
That's What She Gets For Loving Me,Brooks & Dunn,0.635,0.572,9,-4.49,1,0.0291,0.116,0,0.144,0.285,127.206,173760,4,38.76625,11,1
Violet Hill,Coldplay,0.345,0.581,1,-7.875,0,0.0369,0.0603,0.00127,0.115,0.108,76.022,222653,4,37.08373,7,1
"Sorrow - From ""Gladiator"" Soundtrack",Lisa Gerrard,0.171,0.145,8,-23.408,1,0.041,0.842,0.93,0.12,0.0395,78.36,86307,4,22.00837,7,0
...And The Great Cold Death Of The Earth,Agalloch,0.263,0.56,0,-6.966,1,0.0304,0.0325,0.655,0.138,0.0397,139.305,434187,3,59.99262,15,0
Somebody Told Me,The Killers,0.509,0.987,10,-3.198,0,0.0886,8.05e-05,0.000928,0.119,0.647,138.039,197160,4,21.18129,10,1
Tambourine,Eve,0.82,0.854,1,-4.153,1,0.22,0.239,0,0.359,0.574,102.623,192440,4,22.56701,12,1
United States Of Whatever,Liam Lynch,0.452,0.817,7,-2.27,1,0.273,0.00383,0,0.138,0.867,161.362,91227,4,45.74745,4,0
Pissin' Razorbladez,Angerfist,0.688,0.965,10,-5.616,0,0.444,0.0074,0.524,0.8,0.144,190.002,257507,4,23.90066,11,0
I Should Tell You,Adam Pascal,0.315,0.362,7,-7.889,1,0.0271,0.458,0,0.0922,0.171,98.657,172080,3,23.73227,11,0
"Piano Concerto No. 1, Op. 45: I. Con grandezza",Einojuhani Rautavaara,0.188,0.0937,7,-21.865,1,0.0304,0.958,0.867,0.0804,0.0363,69.588,592533,4,44.3631,31,0
Somebody (Uppermost Club Edit) - Uppermost Vs Antillas,Uppermost,0.794,0.684,11,-7.466,0,0.209,0.0452,0.875,0.636,0.257,128.002,465189,4,60.1565,16,0
Hell Razor,Halford,0.503,0.932,6,-7.253,0,0.066,0.000873,1.77e-05,0.0349,0.517,135.079,224400,4,45.93672,11,0
Rock The Boat,Anti-Flag,0.459,0.992,8,-6.479,1,0.0996,0.00503,0.0822,0.0462,0.522,118.483,154293,4,51.01882,6,0
Dancefloor Hardcore,Promo,0.652,0.856,6,-2.749,0,0.0706,0.17,0.979,0.0536,0.0929,151.821,282907,4,30.4568,12,0
"Courtesy Of The Red, White And Blue (The Angry American)",Toby Keith,0.424,0.661,2,-5.547,1,0.0425,0.521,1.62e-06,0.0719,0.384,111.762,195533,4,25.72683,9,1
Girl Pop Soda,Gay Witch Abortion,0.369,0.869,11,-6.952,0,0.0661,0.0732,0.78,0.138,0.115,101.222,191973,4,49.42389,6,0
Welcome To The Future,Brad Paisley,0.516,0.86,7,-5.856,1,0.0319,0.0327,0.000131,0.162,0.43,141.702,351453,4,18.38149,19,1
Stand,Rascal Flatts,0.603,0.761,0,-4.753,1,0.0314,0.0238,0,0.235,0.526,93.858,208133,4,33.02019,8,1
Always The Love Songs,Eli Young Band,0.474,0.766,4,-3.419,1,0.0291,0.291,1.38e-05,0.685,0.402,149.988,221800,4,41.99137,12,1
Welcome To The World,Kevin Rudolf Featuring Rick Ross,0.602,0.935,6,-4.05,1,0.065,0.00538,0,0.248,0.621,116.016,183200,4,91.3069,6,1
Crawling In The Dark,Hoobastank,0.57,0.915,6,-4.802,0,0.105,0.000273,8.48e-05,0.178,0.676,93.54,175227,4,22.31976,8,1
Gris métal,Bertrand Burgalat,0.648,0.56,1,-7.124,1,0.028,0.135,0.00056,0.122,0.533,132.067,218800,4,47.3,8,0
Chickenhead,Project Pat,0.862,0.746,7,-5.729,1,0.259,0.0105,0,0.142,0.882,156.12,255360,4,16.00698,12,1
Toxic,Britney Spears,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,198800,4,98.85209,6,1
There You'll Be,Faith Hill,0.325,0.532,8,-7.208,1,0.0308,0.496,0,0.134,0.162,129.021,220840,4,27.24069,10,1
Sideways,Dierks Bentley,0.624,0.915,5,-2.627,0,0.0364,0.141,0,0.386,0.815,108.046,184160,3,18.77458,9,1
Apuesta por el rock 'n' roll - Live,Heroes Del Silencio,0.373,0.916,7,-6.456,1,0.0773,0.0266,0,0.951,0.476,172.036,237133,4,15.67954,12,0
Pursuit Of Happiness (Nightmare),Kid Cudi Featuring MGMT & Ratatat,0.63,0.605,0,-8.951,1,0.0414,0.484,9.29e-05,0.298,0.266,115.277,295293,4,42.73936,13,1
Open Your Heart,Crush 40,0.359,0.889,2,-6.544,1,0.148,7.37e-06,0.00466,0.0695,0.318,157.915,289067,4,60.56301,7,0
Nin-com-pop - T. Leboeg Mix - Sampler Version,Lali Puna,0.732,0.47,7,-13.196,1,0.389,0.839,0.662,0.123,0.522,125.98,275413,4,27.51617,12,0
Rock And Roll Heart,Garageland,0.631,0.742,2,-6.824,1,0.0259,0.00189,1.48e-05,0.228,0.647,109.998,207613,4,53.24177,11,0
Umma Do Me,Rocko,0.475,0.605,2,-5.096,1,0.215,0.0833,0,0.267,0.291,137.074,230547,4,39.5707,8,1
Oh No,Mos Def & Pharoahe Monch Featuring Nate Dogg,0.719,0.863,5,-4.148,0,0.435,0.414,5.19e-06,0.147,0.765,87.579,239933,1,33.79421,14,1
Headlock,Imogen Heap,0.805,0.371,7,-10.721,0,0.0352,0.8,0,0.12,0.808,119.974,215481,4,49.52892,10,0
I Knew I Loved You,Savage Garden,0.61,0.497,9,-9.88,1,0.0279,0.32,6.11e-05,0.0884,0.739,85.031,250360,4,53.05338,9,1
Music,Madonna,0.736,0.802,7,-8.527,1,0.0663,0.00149,0.0876,0.14,0.871,119.854,225973,4,44.55842,9,1
Divenire,Ludovico Einaudi,0.144,0.21,7,-15.425,1,0.0344,0.914,0.883,0.0694,0.084,88.771,404253,3,109.55553,13,0
Your Body (Remix),Willie Clayton,0.692,0.535,5,-9.658,0,0.157,0.319,5.24e-05,0.0927,0.596,149.991,238867,4,27.01275,14,0
Every Man Has a Molly,Say Anything,0.521,0.818,9,-4.261,1,0.0355,0.0015,0,0.238,0.539,113.094,185117,4,48.80971,7,0
"Wada Na Tod - From ""Dil Tujhko Diya""",Lata Mangeshkar,0.433,0.74,5,-5.409,1,0.121,0.201,0.00397,0.256,0.843,163.794,354920,4,22.71117,21,0
Lève-toi et rap,Mc Solaar,0.883,0.702,11,-6.632,0,0.247,0.139,1.88e-06,0.051,0.949,97.027,215014,4,23.36631,11,0
No More (Baby I'ma Do Right),3LW,0.721,0.723,2,-7.08,0,0.0631,0.102,4.4e-06,0.0651,0.761,88.933,263440,4,34.44883,12,1
Can't Stay,Dave Hollister,0.409,0.42,11,-7.764,1,0.041,0.00488,0,0.146,0.0412,118.711,377400,3,29.91902,18,1
Like You,Bow Wow Featuring Ciara,0.714,0.6,6,-8.365,1,0.0876,0.0465,0,0.0646,0.504,82.017,205840,4,55.82818,8,1
Colt 45,Metal Boys,0.488,0.663,11,-11.831,1,0.0463,6.51e-06,0.814,0.106,0.679,111.431,107173,4,22.96136,7,0
The Pale Haunt Departure,Novembers Doom,0.506,0.968,1,-5.509,1,0.0827,0.000496,0.611,0.326,0.0992,109.564,344707,3,41.3711,8,0
One More,Turisas,0.287,0.777,1,-5.959,0,0.04,0.00113,0.246,0.107,0.24,120.041,410187,4,34.33167,20,0
No Fun,Iggy Pop,0.238,0.894,6,-8.855,1,0.0555,0.404,0.503,0.897,0.342,153.742,218067,4,20.17331,7,0
My Place,Nelly Featuring Jaheim,0.6,0.641,1,-4.237,0,0.0423,0.0498,1.49e-06,0.0982,0.642,163.153,336507,4,35.41432,21,1
The Twins - Prague,Max Richter,0.36,0.0393,0,-30.668,0,0.0362,0.991,0.872,0.103,0.0783,115.649,118453,4,47.98925,6,0
Love You Out Loud,Rascal Flatts,0.621,0.874,8,-2.823,1,0.0338,0.151,0,0.287,0.712,97.079,185493,4,33.20239,10,1
Walking In Memphis,Lonestar,0.68,0.717,0,-5.184,1,0.0286,0.27,0,0.075,0.664,129.035,257733,4,22.81851,9,1
Everything You Want,Vertical Horizon,0.637,0.759,3,-6.389,0,0.0305,0.0504,0,0.0642,0.741,93.898,257067,4,78.35263,9,1
Toxicity,System Of A Down,0.413,0.873,8,-4.151,1,0.0535,0.000264,0.0025,0.204,0.481,116.681,218933,3,37.12589,9,1
Best I Ever Had (Grey Sky Morning),Vertical Horizon,0.441,0.563,6,-7.274,1,0.0251,0.0141,3.69e-06,0.101,0.209,85.711,270800,4,46.24269,10,1
Inside Your Heaven,Bo Bice,0.513,0.606,1,-5.866,1,0.0274,0.347,1.33e-06,0.0879,0.201,134.955,252760,4,49.74686,9,1
Smooth,Santana Featuring Rob Thomas,0.609,0.923,9,-3.908,1,0.0338,0.16,4.73e-06,0.295,0.961,115.996,294987,4,44.2353,11,1
All Around Me,Flyleaf,0.473,0.871,9,-4.893,1,0.0456,0.0216,0,0.0525,0.47,146.975,198507,4,15.45451,8,1
Heavy Metal Drummer,Wilco,0.661,0.66,7,-9.061,1,0.0373,0.0257,0.00977,0.256,0.814,120.617,188840,4,18.26074,11,0
Get Busy,Sean Paul,0.735,0.824,10,-4.143,0,0.036,0.615,0,0.158,0.726,100.202,211666,4,29.87126,12,1
Improvisation 4,Joe Mcphee,0.532,0.467,6,-18.888,1,0.654,0.738,0.0546,0.102,0.536,112.781,159373,5,26.47865,9,0
Battle Metal,Turisas,0.218,0.881,7,-5.049,1,0.0577,0.000101,0.423,0.375,0.382,105.116,263267,3,28.99461,15,0
Cowgirls Don't Cry,Brooks & Dunn Featuring Reba McEntire,0.656,0.668,9,-5.251,1,0.0303,0.0626,2.78e-06,0.179,0.617,114.905,219813,4,39.94924,10,1
Paciencia Y Fe,Olga Merediz,0.544,0.407,2,-8.158,1,0.117,0.72,0,0.176,0.574,84.165,295000,4,39.03814,14,0
Let Them Be Little,Billy Dean,0.54,0.516,1,-5.221,1,0.0246,0.266,0,0.204,0.285,135.9,225653,4,50.28883,9,1
Say Hey (I Love You),Michael Franti & Spearhead Featuring Cherine Anderson,0.738,0.983,5,-4.374,0,0.0855,0.038,5.93e-06,0.183,0.957,92.998,235760,4,42.98635,7,1
The First Cut Is The Deepest,Sheryl Crow,0.502,0.719,2,-5.12,1,0.0346,0.0405,0,0.163,0.694,159.985,226053,4,35.17681,9,1
Smooth Criminal,Alien Ant Farm,0.653,0.964,9,-4.261,0,0.0582,0.00316,0.00512,0.144,0.87,126.928,209267,4,31.01433,9,1
Intro - CDXLIV,Runemagick,0.149,0.376,6,-16.713,1,0.0522,0.0995,0.704,0.155,0.304,93.234,104107,5,34.16748,5,0
She's Everything,Brad Paisley,0.355,0.478,0,-8.323,1,0.0335,0.569,2.9e-06,0.194,0.269,102.971,266920,4,47.60763,9,1
White Washed,August Burns Red,0.214,0.964,10,-5.248,0,0.0733,7.07e-06,0.114,0.453,0.328,106.536,226253,4,39.39442,10,0
Livin' It Up,Ja Rule Featuring Case,0.873,0.765,1,-4.088,1,0.321,0.0575,0,0.0498,0.638,106.024,256960,4,27.77534,10,1
The Horror,RJD2,0.558,0.894,1,-1.334,1,0.0934,0.0149,0.845,0.182,0.386,95.042,251627,4,30.77643,10,0
Wish You Were Here,Incubus,0.246,0.768,9,-7.48,1,0.0387,0.000631,0.301,0.102,0.35,169.873,212733,4,35.41351,11,1
These Boots Are Made For Walkin',Jessica Simpson,0.779,0.818,11,-7.7,1,0.143,0.0101,0.000381,0.0993,0.75,91.997,238773,4,45.27831,12,1
Writing On The Walls,Underoath,0.358,0.959,2,-3.139,0,0.0874,0.00364,0.000237,0.356,0.171,91.938,242413,4,42.90162,8,0
Do It Again (Put Ya Hands Up),Jay-Z Featuring Beanie Sigel & Amil,0.771,0.826,7,-7.458,1,0.261,0.166,0,0.358,0.338,98.368,278533,4,24.17972,10,1
White & Nerdy,"""Weird Al"" Yankovic",0.791,0.613,1,-11.628,0,0.0763,0.0986,0,0.0765,0.896,143.017,170640,4,73.98449,7,1
If You Can Do Anything Else,George Strait,0.681,0.62,3,-7.68,1,0.0268,0.601,0.000318,0.128,0.482,116.983,246667,4,31.19332,11,1
Gimme Gimme,Sutton Foster,0.328,0.213,11,-10.698,1,0.0469,0.886,0,0.113,0.21,176.136,214227,4,17.78937,12,0
Death Wish (Birmingham 6 Remix),Christian Death,0.472,0.987,9,-3.387,0,0.0695,0.0444,0.0116,0.411,0.707,136.898,280680,4,28.5509,14,0
Shiftwork,Kenny Chesney Duet With George Strait,0.847,0.576,0,-9.199,1,0.0359,0.0922,0.00331,0.0373,0.882,128.992,269507,4,39.99768,15,1
Under Thy Protection (Pod Tvoju Milost),Choir of the Monks of Chevetogne,0.119,0.149,10,-18.057,0,0.038,0.989,0.0554,0.14,0.0371,71.794,180333,3,36.81891,11,0
Yume Yume,ONE OK ROCK,0.554,0.951,10,-3.853,1,0.0855,0.00307,0,0.124,0.646,125.975,195667,4,46.13951,8,0
Tendency,Jan Jelinek,0.751,0.468,6,-14.386,1,0.0481,0.593,0.91,0.111,0.469,123.014,441227,4,30.77718,17,0
Savane,Ali Farka Touré,0.776,0.279,4,-10.45,0,0.0615,0.772,0.134,0.0567,0.509,135.866,463267,4,24.98608,24,0
Since U Been Gone,Kelly Clarkson,0.662,0.741,0,-5.406,1,0.0334,0.00165,0.0303,0.114,0.404,131,188960,4,20.80581,10,1
I Run To You,Lady Antebellum,0.656,0.786,3,-4.451,1,0.034,0.163,5.99e-05,0.124,0.378,113.963,256013,4,63.88936,9,1
Take You Down,Chris Brown,0.387,0.64,11,-5.817,0,0.081,0.107,0,0.319,0.617,59.989,245933,4,43.78738,6,1
Rock Me,Sister Rosetta Tharpe,0.654,0.185,10,-11.301,1,0.0376,0.906,1.76e-05,0.302,0.693,121.534,160093,3,29.74392,10,0
In My Mind,Heather Headley,0.616,0.457,0,-6.761,1,0.034,0.148,0,0.125,0.208,119.646,245947,4,25.54056,9,1
Angels,Robbie Williams,0.437,0.586,4,-6.708,1,0.0274,0.151,3.13e-06,0.0996,0.252,150.14,265733,4,21.55258,11,1
